candidate,count,final,score
那张,7,36.92293321354363,5.274704744791947
比这更,3,36.83894312777288,12.279647709257627
行李,3,36.817783556913184,12.272594518971061
旭日,3,36.817783556913184,12.272594518971061
木头,8,36.78974355715287,4.598717944644108
在外面生,4,36.7822252360519,9.195556309012975
东境,5,36.76277603068894,7.3525552061377875
自始至终,3,36.707538090116074,12.235846030038692
诡计,3,36.66075656123482,12.220252187078273
的关口,4,36.62786951809229,9.156967379523072
恶化,4,36.6052789349038,9.15131973372595
攀爬,3,36.60467136213299,12.201557120710996
少爷,4,36.584487431023234,9.146121857755809
色的眼睛,4,36.535280131059125,9.133820032764781
铠甲,3,36.52873073118345,12.17624357706115
彼此,4,36.50360076548605,9.125900191371512
了一会儿,4,36.46926632974375,9.117316582435938
也无法,4,36.45311575248773,9.113278938121933
盛夏群岛,3,36.41773403841579,12.139244679471929
帆船,3,36.412280349873846,12.137426783291282
的主人,5,36.3869337185365,7.277386743707299
他保证,3,36.364836319006535,12.121612106335512
她原本,4,36.345606876878215,9.086401719219554
啤酒,3,36.274064038423916,12.091354679474637
的丈夫,4,36.25543190052636,9.06385797513159
也知道,6,36.25424250835642,6.042373751392737
无止尽,3,36.17329765579157,12.057765885263857
伫立,3,36.15213808493188,12.050712694977292
老鼠,4,36.11615460847569,9.029038652118922
人迹罕至,3,36.07917799322923,12.026392664409743
击败,4,36.02527430247535,9.006318575618838
倒卧,4,35.95424268459231,8.988560671148077
件事,8,35.93496203744743,4.491870254680928
是史塔克,6,35.89702370054594,5.982837283424323
你妹妹,4,35.89002344231439,8.972505860578597
总司令,3,35.87094343082922,11.95698114360974
奔下楼,3,35.87094343082922,11.95698114360974
红漆大门,3,35.85133143352933,11.950443811176443
英俊,3,35.82838951906925,11.942796506356416
如此一来,5,35.81361491013724,7.162722982027448
个礼拜,3,35.804436592092415,11.934812197364138
伙伴,4,35.79913739162872,8.94978434790718
扇窗,4,35.79612922784576,8.94903230696144
皮肤,4,35.77744346895017,8.944360867237542
父亲大人,6,35.738737954171,5.956456325695166
抚摸,4,35.735690628792995,8.933922657198249
迅速,3,35.696128804596725,11.898709601532243
排山倒海,3,35.634882076261825,11.878294025420608
的青铜,3,35.59274811968139,11.864249373227128
显得,6,35.554547505192474,5.92575791753208
长城守军,3,35.529921176407925,11.84330705880264
阳光,6,35.515337572098446,5.919222928683075
他发誓,3,35.49435078457764,11.83145026152588
功夫,3,35.48496082092254,11.828320273640845
说不定,4,35.47828197508665,8.869570493771663
病榻,3,35.43684536897291,11.812281789657638
礼拜,5,35.42703520491624,7.085407040983247
靠近,4,35.37734062900668,8.84433515725167
痕迹,3,35.372380238734095,11.790793412911366
脆弱,3,35.372380238734095,11.790793412911366
的眼窝,3,35.283454002079026,11.76115133402634
其他几只,4,35.27799078329041,8.819497695822603
另一只手,4,35.166728712556186,8.791682178139046
了无生,4,35.165659073895355,8.791414768473839
没心情,3,35.113598983478454,11.704532994492817
阶梯,3,35.0972057394717,11.6990685798239
带著,8,35.096842444946674,4.387105305618334
朝廷,4,35.015138456831224,8.753784614207806
丝质,4,35.0042062141638,8.75105155354095
的秘密,3,34.98457578025071,11.661525260083568
个卡拉萨,3,34.980845899100444,11.660281966366814
惟有,6,34.93196569184073,5.821994281973455
的嚎叫,3,34.92818515795504,11.642728385985013
出什么,5,34.92694056113949,6.9853881122278985
灵魂,3,34.84978385996952,11.61659461998984
寒冷,5,34.814217700186774,6.962843540037355
通通,5,34.70436346257597,6.940872692515193
的血盟卫,3,34.70301784856764,11.567672616189213
骇人,4,34.64093922025026,8.660234805062565
她的嘴巴,3,34.62890202208998,11.542967340696661
惨白,5,34.6281470943181,6.92562941886362
我的世界,4,34.62388020141752,8.65597005035438
旅店,3,34.58327702123272,11.527759007077574
石砌,3,34.536794795218036,11.512264931739345
唤醒睡龙,3,34.523776726426476,11.507925575475493
这封信,3,34.49435078457764,11.498116928192546
外甥,3,34.433740280845704,11.477913426948568
苦涩,3,34.412280349873846,11.470760116624616
几个星期,3,34.395306898278434,11.465102299426146
两个星期,3,34.395306898278434,11.465102299426146
艾林公爵,4,34.391477900235614,8.597869475058904
境统领,3,34.38664935558049,11.462216451860161
的旗帜,3,34.362019531332436,11.454006510444145
担心,4,34.34114286237197,8.585285715592992
的轮宫,3,34.333032538782234,11.44434417959408
温柔地,4,34.27428534657067,8.568571336642668
毫无疑问,3,34.27370371673868,11.42456790557956
和弥赛菈,3,34.27295058218336,11.424316860727787
她知道,6,34.25424250835643,5.709040418059405
力气,7,34.21608427829667,4.888012039756667
游戏,3,34.1612122550599,11.387070751686634
皮大衣,3,34.1091296747358,11.369709891578598
着自己,6,34.10737313691853,5.684562189486422
新鲜,4,34.05115287728671,8.512788219321678
牢牢,3,34.04555807954533,11.348519359848444
形状,4,34.01253537591134,8.503133843977835
的鹿角,3,33.999535008583464,11.333178336194488
捻捻,3,33.94988340473358,11.31662780157786
愿意,5,33.914555219499135,6.782911043899827
金发,7,33.912007448268895,4.844572492609842
绝对,7,33.90908402636747,4.844154860909639
鼓起勇气,3,33.90779956355469,11.302599854518231
浩荡,3,33.906174482265186,11.302058160755061
都还要,5,33.869606847414694,6.773921369482939
懂得,5,33.828757570343555,6.765751514068711
的性命,3,33.72533152479828,11.24177717493276
打猎,6,33.67757849196673,5.612929748661122
标准,3,33.67557559223556,11.22519186407852
第一次,4,33.667918700424615,8.416979675106154
的斗篷,3,33.584957122211215,11.194985707403738
母狗,4,33.582232619905064,8.395558154976266
老师傅,3,33.53880434242565,11.179601447475218
哀伤,4,33.53795738991687,8.384489347479217
瞭望,3,33.52873073118345,11.17624357706115
贵族子弟,3,33.50927051874276,11.16975683958092
七国,6,33.50060119430124,5.583433532383539
肩膀上,5,33.43448797773786,6.686897595547572
可怜,4,33.433679522026104,8.358419880506526
可惜,4,33.433679522026104,8.358419880506526
护送,5,33.41146059655887,6.682292119311773
暖的毛,4,33.39113587291086,8.347783968227715
的部队,4,33.35038357374891,8.337595893437227
拔腿,3,33.284469338177075,11.094823112725692
坚持,4,33.24497613621272,8.31124403405318
抱著,6,33.237654352338566,5.539609058723094
语气,7,33.22232208183638,4.746046011690911
的尸体,3,33.17244655096141,11.057482183653804
人体内,3,33.08786061751792,11.029286872505972
各种,5,33.074029003076,6.6148058006152
的制服,3,33.07228601840483,11.024095339468277
血渍,3,33.05139764872071,11.017132549573569
马厩,3,33.013983941173294,11.00466131372443
桑铎,3,33.012753144813196,11.004251048271065
任东境,3,32.99627789137179,10.998759297123929
认识,4,32.98241184159548,8.24560296039887
幸福,3,32.95784784139121,10.985949280463736
的脸颊,4,32.92922700323111,8.232306750807778
古老的,7,32.92694878415932,4.703849826308475
她的肩膀,3,32.91993503525634,10.97331167841878
蓝礼,5,32.87179939999235,6.57435987999847
栖息,3,32.84978385996952,10.949927953323174
的鲁温,4,32.8375374373614,8.20938435934035
陶土,3,32.78327702123272,10.927759007077572
傲慢,3,32.7671819333828,10.922393977794266
仕女,3,32.764560235272555,10.921520078424184
奔驰,3,32.76422153801347,10.921407179337823
古堡,5,32.66788053265927,6.533576106531854
清晰,3,32.638887077470905,10.879629025823634
鞠躬尽瘁,2,32.63510039196841,16.317550195984204
长春藤,2,32.61879010530336,16.30939505265168
红袍僧,2,32.61879010530336,16.30939505265168
睥睨,2,32.60468372473023,16.302341862365115
宇宙,2,32.60468372473023,16.302341862365115
怂恿,2,32.60468372473023,16.302341862365115
震慑,2,32.60468372473023,16.302341862365115
咕哝,2,32.60468372473023,16.302341862365115
铿锵,2,32.60468372473023,16.302341862365115
酩酊,2,32.60468372473023,16.302341862365115
蹒跚,2,32.60468372473023,16.302341862365115
盾牌,2,32.60468372473023,16.302341862365115
姬琪,2,32.60468372473023,16.302341862365115
睿智,2,32.60468372473023,16.302341862365115
酒杯,4,32.569679132762325,8.142419783190581
派席尔,3,32.55795436607774,10.852651455359245
找寻,5,32.54845162132846,6.5096903242656925
死囚,3,32.536794795218036,10.84559826507268
滚烫,3,32.529581836013605,10.84319394533787
的冰原,5,32.51556836360656,6.503113672721312
听起来,5,32.50038019584953,6.500076039169906
打算,6,32.4423163128356,5.407052718805934
永远不,6,32.42104462115348,5.403507436858913
抠进,3,32.38311882515252,10.794372941717507
石块,4,32.361147480378804,8.090286870094701
任务,4,32.31131203698066,8.077828009245165
在潘托斯,4,32.29287831391758,8.073219578479396
河畔,3,32.23918367771413,10.746394559238043
宫廷,3,32.2340991200715,10.744699706690499
东境守护,3,32.23273942704118,10.744246475680395
城堡附近,3,32.22877518461107,10.742925061537022
不愿,7,32.21956042648094,4.602794346640135
的建筑,3,32.119723821170005,10.706574607056668
在城堡,5,32.1056919904988,6.421138398099759
你觉得,7,32.09889275446719,4.585556107781027
天上诸神,3,32.0967514484024,10.698917149467466
你能够,3,32.09473212653816,10.698244042179386
艰苦,3,32.09122722108777,10.69707574036259
他看起来,5,32.00854243715156,6.401708487430312
历代,4,31.958560094982545,7.989640023745636
海而来,5,31.957305725497342,6.391461145099468
挥手,6,31.951038443560066,5.325173073926678
偏偏,3,31.949883404733583,10.649961134911194
搔搔,3,31.949883404733583,10.649961134911194
吟游诗人,4,31.94688505256314,7.986721263140785
全心全意,3,31.907799563554697,10.635933187851565
真龙,6,31.885851280544575,5.314308546757429
老学士,4,31.846329878357352,7.961582469589338
推开,4,31.832183817797194,7.9580459544492985
早就,7,31.82256614068936,4.546080877241337
这家伙,3,31.78701101191442,10.595670337304806
百年,6,31.754579619080516,5.292429936513419
根本没,5,31.743558989503093,6.348711797900618
的神木林,4,31.671070137672864,7.917767534418216
夜晚,5,31.667122566719634,6.333424513343926
透镜,3,31.6446957039132,10.5482319013044
的反应,3,31.604436592092412,10.534812197364138
地盯着,4,31.59809486349316,7.89952371587329
会成为,4,31.589475181323778,7.897368795330944
熊熊烈,3,31.58495712221122,10.528319040737074
皮斗篷,3,31.58495712221122,10.528319040737074
点燃,4,31.56958592853047,7.892396482132617
漂浮,3,31.542834291574934,10.514278097191644
城心树,3,31.528566499915556,10.509522166638519
失去,6,31.508056196080936,5.251342699346822
满脸,7,31.473586683697558,4.496226669099651
法律仲裁,2,31.465175390526092,15.732587695263046
地看著,5,31.456738238934218,6.291347647786844
不理睬,2,31.448865103861046,15.724432551930523
和胡椒,2,31.448865103861046,15.724432551930523
的哥哥,4,31.441629898940768,7.860407474735192
昏暝,2,31.434758723287917,15.717379361643959
狰狞,2,31.434758723287917,15.717379361643959
乳酪,2,31.434758723287917,15.717379361643959
吩咐,2,31.434758723287917,15.717379361643959
十五岁,3,31.426141736180526,10.475380578726842
动作,6,31.40755015150752,5.23459169191792
呈现,3,31.397250582768407,10.465750194256136
反应,5,31.35831099078045,6.27166219815609
狼嚎,4,31.35823422582652,7.83955855645663
迟早,4,31.353492895178213,7.838373223794553
为自己,6,31.35248563475507,5.2254142724591786
or,3,31.321588548821687,10.440529516273896
色羊毛,3,31.250371188767723,10.416790396255907
他脸上,5,31.194086696494754,6.238817339298951
忆起,5,31.148886312902057,6.229777262580411
二十,5,31.118733747842818,6.223746749568564
真希望,4,31.10728344367172,7.77682086091793
高墙,6,31.07472634586561,5.179121057644268
紧搂,3,31.05139764872071,10.350465882906903
的鱼梁木,3,30.986015198460358,10.32867173282012
的奴隶,3,30.97815795104823,10.32605265034941
不容易,3,30.956380469102868,10.318793489700957
驻守,3,30.91031020419063,10.30343673473021
坠楼,3,30.906174482265186,10.302058160755061
无好感,3,30.902806634481305,10.300935544827102
发生的事,4,30.871673139129655,7.717918284782414
死亡,3,30.857847924004105,10.285949308001369
玉米,3,30.855592486411823,10.285197495470607
英雄,3,30.846503797385164,10.282167932461721
在奔流城,4,30.841195531034828,7.710298882758707
表面,5,30.838802423221303,6.16776048464426
流浪武,3,30.81554155392513,10.27184718464171
掉落,5,30.806002172748713,6.161200434549743
温柔,5,30.759377901749136,6.151875580349827
的葡萄酒,3,30.73134850570082,10.243782835233606
森林里,6,30.724226509613707,5.120704418268951
短暂,3,30.690108400406647,10.230036133468882
提醒,4,30.68004369162773,7.670010922906933
锐利,4,30.649273898400235,7.662318474600059
千里迢迢,2,30.635100391968404,15.317550195984202
陶土娃娃,2,30.635100391968404,15.317550195984202
有办法,3,30.635050268411415,10.211683422803805
的子嗣,2,30.618790105303358,15.309395052651679
他修剪,2,30.618790105303358,15.309395052651679
沉甸甸,2,30.618790105303358,15.309395052651679
枯槁,2,30.60468372473023,15.302341862365115
宅邸,2,30.60468372473023,15.302341862365115
搞砸,2,30.60468372473023,15.302341862365115
嘎吱,2,30.60468372473023,15.302341862365115
宁可,4,30.60462143536312,7.65115535884078
飘扬,3,30.57719129927621,10.192397099758736
都集中在,4,30.571996046965722,7.642999011741431
故意,4,30.552239377321545,7.638059844330386
讨论,3,30.547560595732953,10.18252019857765
布拉佛斯,3,30.544240523994517,10.181413507998172
梦中,5,30.5361404179461,6.10722808358922
面包,6,30.52468849568743,5.087448082614571
一颗,5,30.522549269388513,6.104509853877703
墙壁,4,30.49639852407504,7.62409963101876
历史,5,30.487781061832564,6.097556212366513
在北方,4,30.47410354016324,7.61852588504081
他的视线,3,30.46069332228127,10.153564440760423
的对手,4,30.441911903332223,7.610477975833056
代替,3,30.421880407016456,10.140626802338819
我儿子,5,30.401798808674478,6.080359761734895
冻死,4,30.397393138610745,7.599348284652686
的鲜血,3,30.3740603397126,10.1246867799042
的时刻,4,30.373722516243497,7.593430629060874
追赶,3,30.318685053514997,10.106228351171666
的宝剑,4,30.313532580855895,7.578383145213974
嘴里,7,30.305433966416714,4.329347709488102
艰难,3,30.274064038423912,10.091354679474637
答案,3,30.234099120071498,10.078033040023833
宣誓加入,3,30.22334487751289,10.074448292504297
很乐意,3,30.204387262343197,10.068129087447732
an,3,30.194995902570113,10.064998634190038
临冬城主,5,30.19065864466578,6.038131728933156
的一切,5,30.17971982512791,6.035943965025583
流贯,3,30.154403159706586,10.051467719902195
全世界,3,30.101801716180574,10.033933905393525
怪物,5,30.077874889250246,6.015574977850049
凝视,3,30.073502016905778,10.024500672301926
的乌鸦,3,30.055158975331857,10.018386325110619
的十六,3,30.036428299693306,10.012142766564436
他几乎,4,30.022898276107455,7.505724569026864
紫罗兰色,3,29.99232387214084,9.997441290713613
草织宫殿,2,29.99124420219368,14.99562210109684
我敢打赌,2,29.99124420219368,14.99562210109684
迎面扑,2,29.974933915528634,14.987466957764317
在身旁,4,29.96233845381083,7.490584613452707
俯瞰,2,29.960827534955502,14.980413767477751
叙述,2,29.960827534955502,14.980413767477751
北境,4,29.937391284443535,7.484347821110884
花朵,3,29.843958987219672,9.947986329073224
管理,4,29.823464397963043,7.455866099490761
只小狼,4,29.78623236894427,7.446558092236067
是他叔叔,3,29.721119569336512,9.907039856445504
箱子,4,29.689221482378407,7.422305370594602
脖子,4,29.689221482378407,7.422305370594602
残酷,3,29.67891141925111,9.892970473083704
交谈,4,29.67790525638874,7.419476314097185
不会忘记,3,29.674249185170115,9.891416395056705
她感觉,4,29.659840534633247,7.414960133658312
一条胳膊,2,29.628583722417112,14.814291861208556
的翡翠,2,29.612273435752066,14.806136717876033
遮住,3,29.572380238734098,9.857460079578033
乔拉,6,29.56303444783199,4.927172407971998
是紧紧,3,29.534586904105637,9.844862301368545
为何,6,29.522848385534985,4.920474730922497
铁刺战锤,2,29.465175390526092,14.732587695263046
乱七八糟,2,29.465175390526092,14.732587695263046
碎片,4,29.465052415423933,7.366263103855983
孤零零,2,29.448865103861046,14.724432551930523
你哥哥,4,29.441629898940768,7.360407474735192
溪涧,2,29.434758723287917,14.717379361643959
良驹,2,29.434758723287917,14.717379361643959
吞噬,2,29.434758723287917,14.717379361643959
描绘,2,29.434758723287917,14.717379361643959
你知道,6,29.399489536083088,4.899914922680515
剩下,6,29.390231114797587,4.898371852466265
不了多久,3,29.388631067299677,9.79621035576656
渐渐,3,29.38054314073957,9.793514380246522
很喜欢,3,29.365858994290537,9.788619664763512
的房间,4,29.361409732855783,7.340352433213946
的姐姐,3,29.272538006626817,9.757512668875606
在城墙,4,29.26178563439042,7.315446408597605
伊林爵士,3,29.254153708084804,9.751384569361601
雷蒙爵士,3,29.254153708084804,9.751384569361601
眼前这,6,29.16023255171762,4.860038758619603
一根手指,3,29.12155710753695,9.707185702512318
满怀,5,29.108992235862353,5.821798447172471
坐在一起,5,29.09564555323605,5.81912911064721
大厅里,6,29.082577420348077,4.8470962367246795
re,3,29.082306447936638,9.694102149312213
温暖的,7,29.06724023171233,4.152462890244618
无精打采,2,29.020390547853196,14.510195273926598
神情,6,29.010362920728312,4.835060486788052
未婚妻,2,29.00408026118815,14.502040130594075
蜥狮,2,28.989973880615022,14.494986940307511
汪洋,2,28.989973880615022,14.494986940307511
袖子里,4,28.86287322327558,7.215718305818895
传说中,4,28.857335786529404,7.214333946632351
小鸟,5,28.814154529505696,5.762830905901139
嘴角苦涩,2,28.798508723859424,14.399254361929712
站起来,4,28.785209002270875,7.196302250567719
的丑陋,2,28.782198437194378,14.391099218597189
无表情,3,28.7671520763029,9.589050692100967
锋利,4,28.75052807299963,7.187632018249907
他们并肩,3,28.733119881839826,9.577706627279943
的貂皮,3,28.731685923654062,9.57722864121802
七神,5,28.709314474940115,5.741862894988023
河流,5,28.694901074906642,5.7389802149813285
作伴,4,28.679658337232464,7.169914584308116
腋下,3,28.669162454914964,9.556387484971655
的黑衣,5,28.66635317883846,5.733270635767692
十五,5,28.65371684708375,5.73074336941675
修整干净,2,28.635100391968404,14.317550195984202
那些悬挂,2,28.635100391968404,14.317550195984202
的父亲,4,28.625508436346973,7.156377109086743
在父亲,4,28.625508436346973,7.156377109086743
没想到,5,28.624440397551567,5.724888079510313
伊班港,2,28.618790105303358,14.309395052651679
只会惹,2,28.618790105303358,14.309395052651679
耻辱,2,28.60468372473023,14.302341862365115
泼洒,2,28.60468372473023,14.302341862365115
寂寞,2,28.60468372473023,14.302341862365115
搭建,3,28.601923268420208,9.533974422806736
狠狠,3,28.57870352427664,9.526234508092214
不高兴,3,28.573076864868483,9.524358954956162
爱情,5,28.563571681725985,5.712714336345197
不相信,3,28.5507414068733,9.5169138022911
野种,5,28.542349729687725,5.708469945937545
的家徽,3,28.53431570293006,9.511438567643353
一棵,5,28.522549269388513,5.704509853877703
背後,4,28.502239172572235,7.125559793143059
褐色,4,28.451904036177197,7.112976009044299
给卓戈,3,28.450453645782254,9.483484548594085
的喧嚣,2,28.442348434309753,14.221174217154877
玉米粒,2,28.442348434309753,14.221174217154877
阴暗,4,28.407208026135038,7.1018020065337595
方式,5,28.361102234195332,5.6722204468390665
母马,5,28.326127067968763,5.6652254135937525
的卫士冲,2,28.29525038908378,14.14762519454189
建议,3,28.289465421906176,9.429821807302059
uns,2,28.278940102418733,14.139470051209367
的待遇,2,28.278940102418733,14.139470051209367
变魔术,2,28.278940102418733,14.139470051209367
你真该,3,28.258004939832603,9.419334979944201
袖子,5,28.244248377577478,5.648849675515495
了无生气,3,28.228852692340766,9.409617564113589
哄笑,3,28.228078715881416,9.409359571960472
张纸,3,28.15128698010172,9.383762326700573
位置,4,28.14222128668085,7.035555321670213
的咒骂,2,28.138342247419654,14.069171123709827
女侍,4,28.128831797118284,7.032207949279571
的旅,7,28.1226889499899,4.0175269928557
相互,3,28.100707974487484,9.366902658162495
足足,4,28.097378825085304,7.024344706271326
了几句,3,28.094140943727886,9.364713647909296
们究竟,3,28.085018276838795,9.361672758946264
草原,4,28.083034403931002,7.0207586009827505
的随从,3,28.06044587242756,9.353481957475854
头顶,6,28.04127021438298,4.673545035730497
绿色,5,28.03709171017184,5.607418342034368
瞧见,5,27.9957234929807,5.59914469859614
忠心耿耿,2,27.99124420219368,13.99562210109684
推荐,2,27.960827534955502,13.980413767477751
婴儿,3,27.92346463649523,9.30782154549841
组成,3,27.881647063621607,9.293882354540536
几乎无法,3,27.8740772486903,9.291359082896767
风霜,3,27.839494480901962,9.279831493633987
盔甲,3,27.816701046658217,9.272233682219406
阳光下,4,27.812658523548865,6.953164630887216
他的语气,3,27.79494778019069,9.264982593396896
怀里抱著,3,27.79494778019069,9.264982593396896
银色,6,27.761066489321944,4.626844414886991
统领,4,27.722739138655434,6.930684784663859
浩浩荡荡,2,27.71623715469381,13.858118577346906
家族历,4,27.705900043666265,6.926475010916566
艾德慕,2,27.699926868028765,13.849963434014382
疑问,4,27.697103688391564,6.924275922097891
梳理,3,27.687494880982563,9.229164960327521
滑稽,2,27.685820487455633,13.842910243727816
诵唱,2,27.685820487455633,13.842910243727816
镶嵌,2,27.685820487455633,13.842910243727816
究竟是,6,27.635146173717853,4.605857695619642
她沐浴,2,27.618790105303358,13.809395052651679
的规矩,2,27.618790105303358,13.809395052651679
却始终,3,27.602112160040647,9.200704053346882
忽略,2,27.598167055178937,13.799083527589469
妥善,2,27.598167055178937,13.799083527589469
按住,3,27.572380238734098,9.190793412911367
除了,5,27.56817838224716,5.513635676449432
一杯,6,27.565643987577555,4.594273997929593
他面前,5,27.55258720465924,5.510517440931848
她的丈夫,3,27.537092484178412,9.17903082805947
是布兰,4,27.531510734582117,6.882877683645529
环甲,4,27.505038625927853,6.876259656481963
长枪,3,27.483428556795268,9.161142852265089
举动,5,27.480036208615502,5.496007241723101
造而成,3,27.468901722331225,9.156300574110409
沿着河岸,2,27.465175390526092,13.732587695263046
狭海对岸,2,27.465175390526092,13.732587695263046
仿声鸟,2,27.448865103861046,13.724432551930523
小恶魔,2,27.448865103861046,13.724432551930523
这趟旅,2,27.448865103861046,13.724432551930523
可名状,2,27.448865103861046,13.724432551930523
小时候,3,27.446810794391695,9.148936931463899
他很清楚,3,27.444367341674198,9.148122447224733
闪闪发亮,3,27.44287558362567,9.14762519454189
恢复,2,27.434758723287917,13.717379361643959
收拾,2,27.434758723287917,13.717379361643959
艾林夫人,4,27.402320724257184,6.850580181064296
牛奶,3,27.401923268420205,9.133974422806736
自尊,4,27.369359721188133,6.842339930297033
是什麽,4,27.33568638535741,6.833921596339352
和史塔克,4,27.33125944710388,6.83281486177597
不安地,4,27.323266249053717,6.830816562263429
兄妹,4,27.31205551245199,6.828013878112998
王冠,5,27.274274968917503,5.454854993783501
他的头发,4,27.240886160953256,6.810221540238314
人给逼疯,2,27.23422095568622,13.61711047784311
当首相,3,27.224804391470315,9.074934797156772
青年,4,27.20936744946046,6.802341862365115
稻草,2,27.203804288448044,13.601902144224022
献上,3,27.182267627386064,9.060755875795355
穿著,5,27.165794552229258,5.433158910445852
使用,5,27.15506948999924,5.431013897999848
至高无,3,27.14153685774395,9.047178952581318
显然,5,27.133144954253893,5.426628990850778
的王冠,3,27.123148720035253,9.041049573345084
鸟儿,4,27.11699866829167,6.779249667072918
知道自己,5,27.082984550636322,5.416596910127264
适合,3,27.08212318643554,9.027374395478512
黄色,5,27.072796021706132,5.414559204341226
的女儿,4,27.060795575457874,6.7651988938644685
手拍了拍,2,27.020390547853196,13.510195273926598
脑海里,3,27.00772155046358,9.002573850154526
的厚重,3,26.99349967974748,8.997833226582493
柠檬蛋糕,2,26.99124420219368,13.49562210109684
鳗鱼,2,26.989973880615022,13.494986940307511
在几尺,2,26.968417245977342,13.484208622988671
白披风,3,26.967485430935582,8.989161810311861
标志,2,26.95431086540421,13.477155432702105
崩塌,2,26.95431086540421,13.477155432702105
帘幕,2,26.95431086540421,13.477155432702105
浅滩,2,26.95431086540421,13.477155432702105
的乔佛里,4,26.940272418682337,6.735068104670584
难免,3,26.927697365987992,8.975899121995997
蓝礼公爵,3,26.91023301682824,8.97007767227608
期待,4,26.905220185024998,6.7263050462562495
寻找,4,26.888507604533043,6.722126901133261
属於,4,26.85372315482075,6.713430788705187
一部分,3,26.85353161062897,8.95117720354299
简直就像,3,26.838096594928285,8.946032198309428
缝衣针,2,26.805008914086322,13.402504457043161
穿过,6,26.798300540284284,4.466383423380714
意味深长,3,26.77416605548906,8.924722018496354
很久以前,3,26.77416605548906,8.924722018496354
敌人,4,26.753528415217993,6.688382103804498
陵墓,3,26.74756542347961,8.91585514115987
辫子,4,26.73212293860852,6.68303073465213
制服,4,26.692666398417465,6.673166599604366
把事情,3,26.69153421730564,8.897178072435214
长长的,6,26.684519491828432,4.447419915304739
坚持要,3,26.679764610101053,8.893254870033685
是在那儿,3,26.64803650856642,8.882678836188807
绕着,5,26.637595229554705,5.327519045910941
屠夫学徒,2,26.635100391968404,13.317550195984202
端详,2,26.60468372473023,13.302341862365115
的声响,3,26.578372860541723,8.859457620180574
老爸,3,26.537804901311482,8.845934967103828
合适,3,26.53666864098099,8.84555621366033
叫出声,3,26.53653911048474,8.845513036828246
挥舞,3,26.533403416835256,8.844467805611751
嘲笑,3,26.52958183601361,8.84319394533787
十六岁,3,26.498457201359624,8.832819067119875
有些困惑,2,26.465175390526092,13.232587695263046
维斯特洛,2,26.460174709467726,13.230087354733863
出一张纸,2,26.4586587209748,13.2293293604874
停下,6,26.451106154421254,4.408517692403542
的卧室,2,26.44386442280268,13.22193221140134
orm,2,26.442348434309753,13.221174217154877
子席恩,3,26.434061524927426,8.811353841642475
那楝,3,26.433740280845704,8.811246760281902
倾颓,2,26.428242053736625,13.214121026868312
骚扰,2,26.428242053736625,13.214121026868312
你们这儿,3,26.408771199289145,8.802923733096382
六岁,4,26.400730151625165,6.600182537906291
把衣服,3,26.373789138537024,8.791263046179008
目送,4,26.371709653212747,6.592927413303187
监视,3,26.345817482084875,8.781939160694959
紧握住,3,26.339844624374688,8.779948208124896
久以前,4,26.3224064994489,6.580601624862225
的本事,3,26.31766971741694,8.772556572472313
的仆人,4,26.30975732214452,6.57743933053613
他们同桌,2,26.29525038908378,13.14762519454189
苦苦哀求,2,26.29525038908378,13.14762519454189
罂粟花奶,2,26.29525038908378,13.14762519454189
馨香,2,26.264833721845605,13.132416860922802
驼背,2,26.264833721845605,13.132416860922802
是个私生,4,26.231352340027996,6.557838085006999
这才发现,3,26.22595839693697,8.741986132312324
他的世界,3,26.222797653226607,8.740932551075536
杀死,5,26.211334512450705,5.242266902490141
赶紧,4,26.209495431695352,6.552373857923838
一字一句,2,26.139245365081234,13.069622682540617
出巡逻,2,26.13107772575391,13.065538862876956
的名讳,2,26.122935078416187,13.061467539208094
是怎么,4,26.07795726968662,6.519489317421655
离去,6,26.02114116781513,4.336856861302522
的成员,2,25.997563591636858,12.998781795818429
and,2,25.997563591636858,12.998781795818429
庆祝,2,25.98345721106373,12.991728605531865
沼泽,2,25.98345721106373,12.991728605531865
里蕴藏,2,25.974933915528634,12.987466957764317
地看了,6,25.96979322263335,4.328298870438892
阻止,2,25.960827534955502,12.980413767477751
织成,4,25.948769200435258,6.4871923001088145
个不停,3,25.915151818852458,8.638383939617485
只觉得,5,25.89153950168064,5.178307900336128
外罩,4,25.883081829368784,6.470770457342196
御前会议,2,25.87964548658483,12.939822743292416
的部分,3,25.853531610628973,8.617843870209658
游牧,2,25.82004887917271,12.910024439586355
艳阳,2,25.82004887917271,12.910024439586355
一旦,4,25.806918895764802,6.451729723941201
的巨大,4,25.77217574344665,6.443043935861662
白马王子,3,25.765162810751317,8.588387603583772
的长剑,5,25.749918352001213,5.149983670400243
泥土,3,25.747565423479607,8.582521807826536
看上去,3,25.725854366145022,8.575284788715008
情绪,3,25.714995661537024,8.571665220512342
色长发,3,25.702138771888983,8.567379590629661
温暖的毛,3,25.690320704770464,8.563440234923489
小母马,3,25.677179230832444,8.559059743610815
烛光,3,25.674397968363277,8.558132656121092
林爵士,4,25.631476207832733,6.407869051958183
蒙爵士,4,25.631476207832733,6.407869051958183
弃的庄,2,25.618790105303358,12.809395052651679
四处攀,2,25.618790105303358,12.809395052651679
热水澡,2,25.618790105303358,12.809395052651679
圣贝勒,2,25.618790105303358,12.809395052651679
不耐烦地,3,25.616635511413214,8.538878503804405
